variant,arm,outcome,outcome_kind,spec,fit_type,n,predictor,coef,se,ci_low,ci_high,status
main,raw_lidar,val3dity_valid,binary,observation_only,logistic,179,recon_score_median,0.316025,0.480694,-0.626135,1.258185,ok
main,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,178,pt_density_m2_reg,-0.333253,0.347112,-1.013593,0.347086,ok
main,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,178,coverage_frac_reg,0.529074,0.427302,-0.308438,1.366585,ok
main,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,178,local_plane_rms_m,-0.236367,0.340544,-0.903834,0.431100,ok
main,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,178,floater_frac,0.050297,0.278876,-0.496300,0.596894,ok
main,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,178,label_proxy_frac_all,0.127300,0.341040,-0.541138,0.795738,ok
main,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,178,median_incidence_deg,-0.055222,0.330852,-0.703693,0.593249,ok
main,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,178,median_pair_angle_deg,-0.424031,0.367578,-1.144484,0.296422,ok
main,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,178,n_views_nadir,-0.096158,0.501470,-1.079040,0.886724,ok
main,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,178,recon_score_median,0.276628,0.526657,-0.755619,1.308875,ok
main_cook_excluded,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,163,pt_density_m2_reg,-0.367887,968.440126,-1898.510533,1897.774760,max_iter
main_cook_excluded,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,163,coverage_frac_reg,3.431422,809.773825,-1583.725274,1590.588119,max_iter
main_cook_excluded,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,163,local_plane_rms_m,-0.561092,942.049107,-1846.977343,1845.855158,max_iter
main_cook_excluded,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,163,floater_frac,0.512724,872.657284,-1709.895553,1710.921002,max_iter
main_cook_excluded,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,163,label_proxy_frac_all,-0.049542,814.083571,-1595.653342,1595.554258,max_iter
main_cook_excluded,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,163,median_incidence_deg,-0.548906,884.868785,-1734.891724,1733.793912,max_iter
main_cook_excluded,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,163,median_pair_angle_deg,0.163966,1020.348324,-1999.718749,2000.046681,max_iter
main_cook_excluded,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,163,n_views_nadir,-1.315786,1285.481990,-2520.860486,2518.228915,max_iter
main_cook_excluded,raw_lidar,val3dity_valid,binary,attributes_plus_observation,logistic,163,recon_score_median,1.540475,1433.465460,-2808.051827,2811.132777,max_iter
main,raw_lidar,rf_rmse_lod22,continuous,attributes_only,huber_rlm,178,pt_density_m2_reg,0.135902,0.064978,0.008545,0.263258,ok
main,raw_lidar,rf_rmse_lod22,continuous,attributes_only,huber_rlm,178,coverage_frac_reg,-0.149182,0.056183,-0.259300,-0.039064,ok
main,raw_lidar,rf_rmse_lod22,continuous,attributes_only,huber_rlm,178,local_plane_rms_m,0.391052,0.065096,0.263464,0.518641,ok
main,raw_lidar,rf_rmse_lod22,continuous,attributes_only,huber_rlm,178,floater_frac,-0.069020,0.059054,-0.184766,0.046726,ok
main,raw_lidar,rf_rmse_lod22,continuous,attributes_only,huber_rlm,178,label_proxy_frac_all,0.009410,0.055609,-0.099584,0.118403,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_only,huber_rlm,169,pt_density_m2_reg,0.158395,0.071638,0.017984,0.298806,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_only,huber_rlm,169,coverage_frac_reg,-0.163523,0.077185,-0.314805,-0.012241,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_only,huber_rlm,169,local_plane_rms_m,0.402592,0.072248,0.260986,0.544197,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_only,huber_rlm,169,floater_frac,-0.098994,0.075100,-0.246189,0.048201,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_only,huber_rlm,169,label_proxy_frac_all,-0.029431,0.065117,-0.157059,0.098198,ok
main,raw_lidar,rf_rmse_lod22,continuous,observation_only,huber_rlm,178,median_incidence_deg,-0.105098,0.060609,-0.223892,0.013697,ok
main,raw_lidar,rf_rmse_lod22,continuous,observation_only,huber_rlm,178,median_pair_angle_deg,0.138608,0.070576,0.000279,0.276938,ok
main,raw_lidar,rf_rmse_lod22,continuous,observation_only,huber_rlm,178,n_views_nadir,0.361262,0.092529,0.179905,0.542619,ok
main,raw_lidar,rf_rmse_lod22,continuous,observation_only,huber_rlm,178,recon_score_median,-0.369791,0.098832,-0.563502,-0.176080,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,observation_only,huber_rlm,170,median_incidence_deg,-0.108530,0.070020,-0.245768,0.028709,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,observation_only,huber_rlm,170,median_pair_angle_deg,0.177630,0.083028,0.014896,0.340365,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,observation_only,huber_rlm,170,n_views_nadir,0.490120,0.105245,0.283840,0.696399,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,observation_only,huber_rlm,170,recon_score_median,-0.553341,0.112013,-0.772886,-0.333797,ok
main,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,178,pt_density_m2_reg,0.151433,0.066008,0.022058,0.280808,ok
main,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,178,coverage_frac_reg,-0.123987,0.053829,-0.229492,-0.018482,ok
main,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,178,local_plane_rms_m,0.365207,0.062479,0.242749,0.487665,ok
main,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,178,floater_frac,-0.045643,0.058449,-0.160204,0.068918,ok
main,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,178,label_proxy_frac_all,0.002249,0.054290,-0.104159,0.108656,ok
main,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,178,median_incidence_deg,-0.010770,0.059236,-0.126872,0.105333,ok
main,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,178,median_pair_angle_deg,0.057540,0.067445,-0.074652,0.189731,ok
main,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,178,n_views_nadir,0.338371,0.085917,0.169973,0.506768,ok
main,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,178,recon_score_median,-0.342032,0.093004,-0.524320,-0.159743,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,168,pt_density_m2_reg,0.144480,0.072603,0.002178,0.286782,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,168,coverage_frac_reg,-0.077330,0.072706,-0.219833,0.065174,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,168,local_plane_rms_m,0.394443,0.068720,0.259751,0.529135,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,168,floater_frac,-0.044086,0.072778,-0.186731,0.098559,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,168,label_proxy_frac_all,-0.033269,0.062486,-0.155742,0.089203,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,168,median_incidence_deg,-0.003719,0.068874,-0.138712,0.131275,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,168,median_pair_angle_deg,0.107823,0.079791,-0.048568,0.264214,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,168,n_views_nadir,0.407545,0.095675,0.220021,0.595068,ok
main_cook_excluded,raw_lidar,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,168,recon_score_median,-0.480694,0.103846,-0.684233,-0.277155,ok
main,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,178,pt_density_m2_reg,0.015762,0.046814,-0.075994,0.107518,ok
main,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,178,coverage_frac_reg,-0.235795,0.041589,-0.317309,-0.154281,ok
main,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,178,local_plane_rms_m,0.101149,0.047266,0.008508,0.193789,ok
main,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,178,floater_frac,-0.123115,0.043651,-0.208671,-0.037559,ok
main,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,178,label_proxy_frac_all,0.084038,0.044799,-0.003768,0.171844,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,167,pt_density_m2_reg,-0.008368,0.064781,-0.135339,0.118602,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,167,coverage_frac_reg,0.047643,0.058652,-0.067315,0.162601,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,167,local_plane_rms_m,0.158292,0.064144,0.032571,0.284014,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,167,floater_frac,-0.113727,0.060338,-0.231990,0.004535,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,167,label_proxy_frac_all,0.115138,0.058316,0.000838,0.229437,ok
main,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,178,median_incidence_deg,-0.170429,0.041905,-0.252563,-0.088295,ok
main,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,178,median_pair_angle_deg,0.182045,0.050235,0.083585,0.280505,ok
main,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,178,n_views_nadir,0.096267,0.062899,-0.027014,0.219549,ok
main,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,178,recon_score_median,-0.261060,0.068523,-0.395364,-0.126756,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,169,median_incidence_deg,-0.316487,0.059836,-0.433766,-0.199209,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,169,median_pair_angle_deg,0.311334,0.071834,0.170540,0.452127,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,169,n_views_nadir,0.154855,0.088758,-0.019110,0.328821,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,169,recon_score_median,-0.474564,0.096855,-0.664399,-0.284729,ok
main,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,178,pt_density_m2_reg,-0.009803,0.048030,-0.103942,0.084337,ok
main,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,178,coverage_frac_reg,-0.224642,0.039864,-0.302775,-0.146509,ok
main,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,178,local_plane_rms_m,0.080348,0.045135,-0.008116,0.168812,ok
main,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,178,floater_frac,-0.084424,0.042925,-0.168558,-0.000290,ok
main,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,178,label_proxy_frac_all,0.087992,0.043488,0.002756,0.173227,ok
main,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,178,median_incidence_deg,-0.159521,0.045270,-0.248251,-0.070791,ok
main,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,178,median_pair_angle_deg,0.164701,0.052501,0.061799,0.267604,ok
main,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,178,n_views_nadir,0.079748,0.064437,-0.046549,0.206046,ok
main,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,178,recon_score_median,-0.235680,0.070648,-0.374150,-0.097210,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,166,pt_density_m2_reg,-0.057559,0.067931,-0.190705,0.075587,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,166,coverage_frac_reg,0.053863,0.057064,-0.057984,0.165709,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,166,local_plane_rms_m,0.138853,0.063096,0.015184,0.262522,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,166,floater_frac,-0.056694,0.061156,-0.176560,0.063172,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,166,label_proxy_frac_all,0.162724,0.056215,0.052543,0.272905,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,166,median_incidence_deg,-0.319367,0.063664,-0.444148,-0.194586,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,166,median_pair_angle_deg,0.277177,0.073141,0.133820,0.420534,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,166,n_views_nadir,0.116592,0.086715,-0.053369,0.286552,ok
main_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,166,recon_score_median,-0.402781,0.095942,-0.590827,-0.214735,ok
main,raw_acmp,assembled,binary,attributes_only,logistic,26,pt_density_m2_reg,-1.284852,1.153282,-3.545285,0.975581,ok
main,raw_acmp,assembled,binary,attributes_only,logistic,26,coverage_frac_reg,-0.731375,0.726228,-2.154781,0.692031,ok
main,raw_acmp,assembled,binary,attributes_only,logistic,26,local_plane_rms_m,-0.187848,0.612340,-1.388034,1.012338,ok
main,raw_acmp,assembled,binary,attributes_only,logistic,26,floater_frac,10.229351,6.580266,-2.667970,23.126672,ok
main,raw_acmp,assembled,binary,attributes_only,logistic,26,label_proxy_frac_all,-0.608582,0.559036,-1.704292,0.487129,ok
main_cook_excluded,raw_acmp,assembled,binary,attributes_only,logistic,21,pt_density_m2_reg,-1.546735,6.076066,-13.455825,10.362355,ok
main_cook_excluded,raw_acmp,assembled,binary,attributes_only,logistic,21,coverage_frac_reg,-2.894602,2.838118,-8.457312,2.668109,ok
main_cook_excluded,raw_acmp,assembled,binary,attributes_only,logistic,21,local_plane_rms_m,0.635022,1.970532,-3.227221,4.497265,ok
main_cook_excluded,raw_acmp,assembled,binary,attributes_only,logistic,21,floater_frac,28.679982,20.889688,-12.263806,69.623770,ok
main_cook_excluded,raw_acmp,assembled,binary,attributes_only,logistic,21,label_proxy_frac_all,-2.138118,1.558638,-5.193049,0.916814,ok
main,raw_acmp,assembled,binary,observation_only,logistic,64,median_incidence_deg,0.207079,0.346809,-0.472666,0.886824,ok
main,raw_acmp,assembled,binary,observation_only,logistic,64,median_pair_angle_deg,0.639796,0.486461,-0.313667,1.593260,ok
main,raw_acmp,assembled,binary,observation_only,logistic,64,n_views_nadir,0.381755,0.366766,-0.337107,1.100616,ok
main,raw_acmp,assembled,binary,observation_only,logistic,64,recon_score_median,-0.443567,0.551031,-1.523588,0.636454,ok
main_cook_excluded,raw_acmp,assembled,binary,observation_only,logistic,60,median_incidence_deg,0.248154,0.384952,-0.506352,1.002660,ok
main_cook_excluded,raw_acmp,assembled,binary,observation_only,logistic,60,median_pair_angle_deg,0.909366,0.578422,-0.224341,2.043073,ok
main_cook_excluded,raw_acmp,assembled,binary,observation_only,logistic,60,n_views_nadir,0.327117,0.312948,-0.286261,0.940495,ok
main_cook_excluded,raw_acmp,assembled,binary,observation_only,logistic,60,recon_score_median,-0.696857,0.544945,-1.764948,0.371235,ok
main,raw_acmp,assembled,binary,attributes_plus_observation,logistic,26,pt_density_m2_reg,0.448784,2.562075,-4.572884,5.470452,ok
main,raw_acmp,assembled,binary,attributes_plus_observation,logistic,26,coverage_frac_reg,-0.619490,1.149719,-2.872940,1.633959,ok
main,raw_acmp,assembled,binary,attributes_plus_observation,logistic,26,local_plane_rms_m,1.618644,1.219863,-0.772288,4.009575,ok
main,raw_acmp,assembled,binary,attributes_plus_observation,logistic,26,floater_frac,3.251257,6.531416,-9.550318,16.052832,ok
main,raw_acmp,assembled,binary,attributes_plus_observation,logistic,26,label_proxy_frac_all,0.159145,0.666883,-1.147945,1.466235,ok
main,raw_acmp,assembled,binary,attributes_plus_observation,logistic,26,median_incidence_deg,1.582649,1.466987,-1.292645,4.457944,ok
main,raw_acmp,assembled,binary,attributes_plus_observation,logistic,26,median_pair_angle_deg,2.357364,2.406347,-2.359075,7.073803,ok
main,raw_acmp,assembled,binary,attributes_plus_observation,logistic,26,n_views_nadir,0.629553,1.827944,-2.953217,4.212323,ok
main,raw_acmp,assembled,binary,attributes_plus_observation,logistic,26,recon_score_median,-2.032576,3.339283,-8.577571,4.512420,ok
main_cook_excluded,raw_acmp,assembled,binary,attributes_plus_observation,logistic,18,pt_density_m2_reg,9.816733,14849.338412,-29094.886554,29114.520020,max_iter
main_cook_excluded,raw_acmp,assembled,binary,attributes_plus_observation,logistic,18,coverage_frac_reg,0.871066,4650.056816,-9113.240294,9114.982426,max_iter
main_cook_excluded,raw_acmp,assembled,binary,attributes_plus_observation,logistic,18,local_plane_rms_m,30.644854,5126.653365,-10017.595741,10078.885449,max_iter
main_cook_excluded,raw_acmp,assembled,binary,attributes_plus_observation,logistic,18,floater_frac,-9.057819,5099.289711,-10003.665652,9985.550014,max_iter
main_cook_excluded,raw_acmp,assembled,binary,attributes_plus_observation,logistic,18,label_proxy_frac_all,5.922130,3578.741696,-7008.411594,7020.255854,max_iter
main_cook_excluded,raw_acmp,assembled,binary,attributes_plus_observation,logistic,18,median_incidence_deg,21.623423,5040.875971,-9858.493481,9901.740327,max_iter
main_cook_excluded,raw_acmp,assembled,binary,attributes_plus_observation,logistic,18,median_pair_angle_deg,43.535087,8308.358382,-16240.847341,16327.917515,max_iter
main_cook_excluded,raw_acmp,assembled,binary,attributes_plus_observation,logistic,18,n_views_nadir,-0.475868,10195.857752,-19984.357063,19983.405326,max_iter
main_cook_excluded,raw_acmp,assembled,binary,attributes_plus_observation,logistic,18,recon_score_median,-22.883135,9831.192991,-19292.021397,19246.255128,max_iter
main,raw_acmp,val3dity_valid,binary,attributes_only,logistic,26,pt_density_m2_reg,-0.973696,1.096788,-3.123400,1.176008,ok
main,raw_acmp,val3dity_valid,binary,attributes_only,logistic,26,coverage_frac_reg,-0.509362,0.737894,-1.955635,0.936911,ok
