setting,run_name,roofer_repeat,building_id,prep_returncode,n_clip,n_used,n_building,n_building_in_fp,classified_las
voxel02,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_108247350,0,500,500,500,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_108247350_run_1_classified.las
voxel02,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_108247351,0,744,744,744,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_108247351_run_1_classified.las
voxel02,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907184,0,449484,449484,449484,349748,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907184_run_1_classified.las
voxel02,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907185,0,449477,449477,449477,207,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907185_run_1_classified.las
voxel02,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907186,0,33,33,33,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907186_run_1_classified.las
voxel02,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907188,0,0,0,,,
voxel02,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907194,0,50,50,50,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907194_run_1_classified.las
voxel02,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907195,0,1000,1000,1000,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907195_run_1_classified.las
voxel02,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907198,0,60325,60325,60325,28,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907198_run_1_classified.las
voxel02,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907199,0,783,783,783,240,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907199_run_1_classified.las
voxel02,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907202,0,748,748,748,12,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907202_run_1_classified.las
voxel02,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4908168,0,378925,378925,378925,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4908168_run_1_classified.las
voxel02,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4908178,0,783,783,783,2,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4908178_run_1_classified.las
voxel02,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4908179,0,783,783,783,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4908179_run_1_classified.las
voxel02,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_60098,0,126831,126831,126831,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_60098_run_1_classified.las
voxel02,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_8568391,0,314,314,314,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_8568391_run_1_classified.las
voxel02,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_8568392,0,39,39,39,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_8568392_run_1_classified.las
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_108247349,0,77,77,77,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_108247349_run_1_classified.las
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_108247350,0,52,52,52,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_108247350_run_1_classified.las
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_108247351,0,52,52,52,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_108247351_run_1_classified.las
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907184,0,456046,456046,456046,350962,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907184_run_1_classified.las
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907185,0,455838,455838,455838,220,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907185_run_1_classified.las
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907186,0,89,89,89,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907186_run_1_classified.las
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907188,0,0,0,,,
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907194,0,52,52,52,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907194_run_1_classified.las
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907195,0,1111,1111,1111,52,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907195_run_1_classified.las
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907198,0,64258,64258,64258,90,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907198_run_1_classified.las
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907199,0,305,305,305,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907199_run_1_classified.las
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907202,0,28,28,28,15,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907202_run_1_classified.las
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4908168,0,385014,385014,385014,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4908168_run_1_classified.las
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4908178,0,232,232,232,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4908178_run_1_classified.las
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4908179,0,28,28,28,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4908179_run_1_classified.las
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_60098,0,126098,126098,126098,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_60098_run_1_classified.las
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_8568391,0,28,28,28,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_8568391_run_1_classified.las
voxel02,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_8568392,0,28,28,28,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_8568392_run_1_classified.las
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_108247349,0,21,21,21,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_108247349_run_1_classified.las
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_108247350,0,21,21,21,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_108247350_run_1_classified.las
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_108247351,0,21,21,21,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_108247351_run_1_classified.las
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907184,0,502323,502323,502323,384802,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907184_run_1_classified.las
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907185,0,502142,502142,502142,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907185_run_1_classified.las
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907186,0,10,10,10,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907186_run_1_classified.las
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907188,0,0,0,,,
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907194,0,21,21,21,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907194_run_1_classified.las
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907195,0,650,650,650,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907195_run_1_classified.las
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907198,0,71238,71238,71238,83,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907198_run_1_classified.las
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907199,0,28,28,28,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907199_run_1_classified.las
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907202,0,7,7,7,7,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907202_run_1_classified.las
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4908168,0,410152,410152,410152,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4908168_run_1_classified.las
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4908178,0,209,209,209,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4908178_run_1_classified.las
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4908179,0,28,28,28,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4908179_run_1_classified.las
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_60098,0,136934,136934,136934,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_60098_run_1_classified.las
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_8568391,0,7,7,7,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_8568391_run_1_classified.las
voxel02,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_8568392,0,7,7,7,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_8568392_run_1_classified.las
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_108247349,0,1630,1630,1630,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_108247349_run_1_classified.las
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_108247350,0,1288,1288,1288,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_108247350_run_1_classified.las
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_108247351,0,1338,1338,1338,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_108247351_run_1_classified.las
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907184,0,497081,497081,497081,383141,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907184_run_1_classified.las
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907185,0,497052,497052,497052,185,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907185_run_1_classified.las
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907186,0,16,16,16,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907186_run_1_classified.las
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907188,0,0,0,,,
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907194,0,1288,1288,1288,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907194_run_1_classified.las
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907195,0,1788,1788,1788,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907195_run_1_classified.las
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907198,0,64341,64341,64341,1092,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907198_run_1_classified.las
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907199,0,1696,1696,1696,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907199_run_1_classified.las
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907202,0,342,342,342,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907202_run_1_classified.las
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4908168,0,411825,411825,411825,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4908168_run_1_classified.las
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4908178,0,1651,1651,1651,342,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4908178_run_1_classified.las
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4908179,0,1630,1630,1630,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4908179_run_1_classified.las
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_60098,0,138491,138491,138491,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_60098_run_1_classified.las
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_8568391,0,342,342,342,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_8568391_run_1_classified.las
voxel02,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_8568392,0,342,342,342,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_8568392_run_1_classified.las
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_108247349,0,112,112,112,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_108247349_run_1_classified.las
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_108247350,0,93,93,93,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_108247350_run_1_classified.las
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_108247351,0,93,93,93,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_108247351_run_1_classified.las
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907184,0,497844,497844,497844,389399,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907184_run_1_classified.las
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907185,0,497802,497802,497802,103,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907185_run_1_classified.las
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907186,0,66,66,66,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907186_run_1_classified.las
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907188,0,0,0,,,
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907194,0,93,93,93,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907194_run_1_classified.las
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907195,0,846,846,846,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907195_run_1_classified.las
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907198,0,69964,69964,69964,115,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907198_run_1_classified.las
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907199,0,215,215,215,9,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907199_run_1_classified.las
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907202,0,29,29,29,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907202_run_1_classified.las
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4908168,0,405537,405537,405537,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4908168_run_1_classified.las
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4908178,0,126,126,126,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4908178_run_1_classified.las
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4908179,0,112,112,112,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4908179_run_1_classified.las
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_60098,0,136708,136708,136708,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_60098_run_1_classified.las
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_8568391,0,19,19,19,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_8568391_run_1_classified.las
voxel02,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_8568392,0,19,19,19,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_8568392_run_1_classified.las
voxel02,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_108247349,0,198,198,198,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_108247349_run_1_classified.las
voxel02,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_108247350,0,56,56,56,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_108247350_run_1_classified.las
voxel02,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_108247351,0,56,56,56,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_108247351_run_1_classified.las
voxel02,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907184,0,498811,498811,498811,383794,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907184_run_1_classified.las
voxel02,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907185,0,498800,498800,498800,328,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907185_run_1_classified.las
voxel02,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907186,0,112,112,112,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907186_run_1_classified.las
voxel02,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907188,0,6,6,6,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907188_run_1_classified.las
voxel02,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907194,0,38,38,38,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907194_run_1_classified.las
voxel02,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907195,0,594,594,594,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907195_run_1_classified.las
voxel02,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907198,0,64346,64346,64346,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/voxel02/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907198_run_1_classified.las
