candidate_id,rank,recommended,recommendation_note,n_buildings,dense_success_count,dense_failure_count,dense_no_points_count,dense_no_planes_count,dense_assembly_failure_count,failure_bucket_counts,failure_reason_counts,manual_review_count,manual_label_counts,ref_mismatch_ids,n_views_nadir_median,n_views_total_median,frac_views_incidence_le60_median,recon_score_median_median,roof_lowtex_v5_median,bbox_minx,bbox_miny,bbox_maxx,bbox_maxy,compactness_diag_m,existing_stage_overlap_count,seed_sparse_source,seed_sparse_clip_possible,seed_dense_source,seed_dense_clip_possible,seed_acmp_source,seed_acmp_clip_possible,building_ids
C021,21,no,,28,10,15,12,1,2,2_assembly:2;3_coverage:10;4_impossible:3,missing_lod22_geometry:2;pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:12,13,가림:6;관측각·커버리지:2;무텍스처:1;복합(소형+가림):1;복합(소형+재질):2;복합(재질+가림):1,,0.000,133.460,0.165,79.596,0.537,690771.170,5336083.195,690864.200,5336206.510,154.471,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_42364607;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907166;DEBY_LOD2_4907167;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_60098
C022,22,no,,27,10,14,12,0,2,2_assembly:2;3_coverage:10;4_impossible:2,missing_lod22_geometry:2;pointcloud_unusable_no_points:12,12,가림:6;관측각·커버리지:1;무텍스처:1;복합(소형+가림):1;복합(소형+재질):2;복합(재질+가림):1,,0.000,134.980,0.163,81.117,0.533,690771.170,5336083.195,690864.200,5336206.510,154.471,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_42364607;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907166;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_60098
C023,23,no,,24,10,10,9,0,1,1_textureless:4;2_assembly:1;3_coverage:4;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:9,9,가림:2;무텍스처:2;복합(소형+가림):2;복합(소형+재질):1;복합(재질+가림):1;복합(저조도+가림):1,,0.000,138.250,0.107,75.001,0.549,690774.550,5336019.202,690859.713,5336150.745,156.704,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4908157;DEBY_LOD2_4908168;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C024,24,no,,19,10,5,5,0,0,1_textureless:4;4_impossible:1,pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,,0.000,134.980,0.109,75.129,0.562,690774.410,5335988.900,690859.713,5336120.410,156.753,0,present,yes,present,yes,present,yes,DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4908168;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C025,25,no,,20,10,10,9,1,0,3_coverage:7;4_impossible:3,pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:9,10,가림:4;관측각·커버리지:2;무텍스처:1;복합(소형+가림):1;복합(소형+재질):2,,0.000,119.980,0.198,82.182,0.592,690802.171,5336144.454,690913.984,5336254.434,156.837,0,present,yes,present,yes,present,yes,DEBY_LOD2_42364607;DEBY_LOD2_4907025;DEBY_LOD2_4907026;DEBY_LOD2_4907027;DEBY_LOD2_4907028;DEBY_LOD2_4907030;DEBY_LOD2_4907170;DEBY_LOD2_4907171;DEBY_LOD2_4907172;DEBY_LOD2_4907174;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908165;DEBY_LOD2_4908167;DEBY_LOD2_60097
C026,26,no,,29,10,16,12,1,3,2_assembly:3;3_coverage:10;4_impossible:3,missing_lod22_geometry:3;pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:12,13,가림:6;관측각·커버리지:2;무텍스처:1;복합(소형+가림):1;복합(소형+재질):2;복합(재질+가림):1,,0.000,131.940,0.166,78.074,0.541,690771.170,5336083.195,690864.200,5336211.256,158.285,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_42364607;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907166;DEBY_LOD2_4907167;DEBY_LOD2_4907168;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_60098
C027,27,no,,23,10,13,11,1,1,1_textureless:1;2_assembly:1;3_coverage:8;4_impossible:3,missing_lod22_geometry:1;pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:11,12,가림:4;관측각·커버리지:3;무텍스처:1;복합(소형+가림):2;복합(소형+재질):2,,0.000,115.530,0.193,70.890,0.593,690798.655,5336144.454,690913.984,5336254.434,159.362,0,present,yes,present,yes,present,yes,DEBY_LOD2_42364607;DEBY_LOD2_4907025;DEBY_LOD2_4907026;DEBY_LOD2_4907027;DEBY_LOD2_4907028;DEBY_LOD2_4907030;DEBY_LOD2_4907169;DEBY_LOD2_4907170;DEBY_LOD2_4907171;DEBY_LOD2_4907172;DEBY_LOD2_4907174;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908160;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908165;DEBY_LOD2_4908167;DEBY_LOD2_60097
C028,28,no,,26,10,14,12,0,2,2_assembly:2;3_coverage:10;4_impossible:2,missing_lod22_geometry:2;pointcloud_unusable_no_points:12,12,가림:6;관측각·커버리지:1;무텍스처:1;복합(소형+가림):1;복합(소형+재질):2;복합(재질+가림):1,,0.000,135.220,0.162,79.596,0.537,690771.170,5336074.700,690864.200,5336206.510,161.333,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_42364607;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907195;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908164;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_60098
C029,29,no,,26,11,11,10,0,1,1_textureless:4;2_assembly:1;3_coverage:4;4_impossible:2,missing_lod22_geometry:1;pointcloud_unusable_no_points:10,10,가림:2;무텍스처:2;복합(소형+가림):2;복합(소형+재질):2;복합(재질+가림):1;복합(저조도+가림):1,,0.000,138.250,0.109,75.001,0.549,690774.550,5336019.202,690859.713,5336156.260,161.362,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907165;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4908157;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C030,30,no,,25,11,10,9,0,1,1_textureless:4;2_assembly:1;3_coverage:4;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:9,9,가림:2;무텍스처:2;복합(소형+가림):2;복합(소형+재질):1;복합(재질+가림):1;복합(저조도+가림):1,,0.000,136.280,0.109,74.873,0.549,690774.550,5336019.202,690859.713,5336156.260,161.362,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907165;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4908157;DEBY_LOD2_4908168;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C031,31,no,,24,11,9,8,0,1,1_textureless:4;2_assembly:1;3_coverage:3;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:8,8,가림:1;무텍스처:2;복합(소형+가림):2;복합(소형+재질):1;복합(재질+가림):1;복합(저조도+가림):1,,0.000,136.065,0.109,75.001,0.549,690774.550,5336019.202,690859.713,5336156.260,161.362,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907165;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4908168;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C032,32,no,,23,11,8,8,0,0,1_textureless:4;3_coverage:3;4_impossible:1,pointcloud_unusable_no_points:8,8,가림:1;무텍스처:2;복합(소형+가림):2;복합(소형+재질):1;복합(재질+가림):1;복합(저조도+가림):1,,0.000,135.850,0.109,74.873,0.549,690774.550,5336019.202,690859.713,5336156.260,161.362,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907165;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4908168;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C033,33,no,,29,11,15,12,1,2,2_assembly:2;3_coverage:10;4_impossible:3,missing_lod22_geometry:2;pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:12,13,가림:6;관측각·커버리지:2;무텍스처:1;복합(소형+가림):1;복합(소형+재질):2;복합(재질+가림):1,,0.000,131.940,0.166,78.074,0.541,690771.170,5336083.195,690865.704,5336214.579,161.859,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_42364607;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907166;DEBY_LOD2_4907167;DEBY_LOD2_4907172;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_60098
C034,34,no,,28,11,14,12,0,2,2_assembly:2;3_coverage:10;4_impossible:2,missing_lod22_geometry:2;pointcloud_unusable_no_points:12,12,가림:6;관측각·커버리지:1;무텍스처:1;복합(소형+가림):1;복합(소형+재질):2;복합(재질+가림):1,,0.000,133.460,0.165,79.596,0.537,690771.170,5336083.195,690865.704,5336214.579,161.859,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_42364607;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907166;DEBY_LOD2_4907172;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_60098
C035,35,no,,25,10,15,13,0,2,2_assembly:2;3_coverage:10;4_impossible:3,missing_lod22_geometry:2;pointcloud_unusable_no_points:13,13,가림:6;관측각·커버리지:1;무텍스처:1;복합(소형+가림):1;복합(소형+재질):3;복합(재질+가림):1,,0.000,135.460,0.172,83.434,0.541,690786.190,5336083.195,690873.897,5336219.275,161.896,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_42364607;DEBY_LOD2_4907165;DEBY_LOD2_4907171;DEBY_LOD2_4907172;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907187;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908167;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_60098
C036,36,no,,24,10,14,11,1,2,1_textureless:1;2_assembly:2;3_coverage:8;4_impossible:3,missing_lod22_geometry:2;pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:11,12,가림:4;관측각·커버리지:3;무텍스처:1;복합(소형+가림):2;복합(소형+재질):2,,0.000,113.105,0.195,58.329,0.592,690792.237,5336144.454,690913.984,5336254.434,164.067,0,present,yes,present,yes,present,yes,DEBY_LOD2_42364607;DEBY_LOD2_4907025;DEBY_LOD2_4907026;DEBY_LOD2_4907027;DEBY_LOD2_4907028;DEBY_LOD2_4907030;DEBY_LOD2_4907168;DEBY_LOD2_4907169;DEBY_LOD2_4907170;DEBY_LOD2_4907171;DEBY_LOD2_4907172;DEBY_LOD2_4907174;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908160;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908165;DEBY_LOD2_4908167;DEBY_LOD2_60097
C037,37,no,,28,10,17,13,1,3,2_assembly:3;3_coverage:10;4_impossible:4,missing_lod22_geometry:3;pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:13,14,가림:6;관측각·커버리지:2;무텍스처:1;복합(소형+가림):1;복합(소형+재질):3;복합(재질+가림):1,,0.000,131.255,0.181,76.376,0.569,690780.929,5336093.763,690878.077,5336226.029,164.110,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_42364607;DEBY_LOD2_4907165;DEBY_LOD2_4907166;DEBY_LOD2_4907167;DEBY_LOD2_4907168;DEBY_LOD2_4907170;DEBY_LOD2_4907171;DEBY_LOD2_4907172;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907187;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908167;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_60097;DEBY_LOD2_60098
C038,38,no,,27,12,15,13,0,2,2_assembly:2;3_coverage:10;4_impossible:3,missing_lod22_geometry:2;pointcloud_unusable_no_points:13,13,가림:6;관측각·커버리지:1;무텍스처:1;복합(소형+가림):1;복합(소형+재질):3;복합(재질+가림):1,,0.000,134.980,0.172,83.247,0.544,690786.190,5336083.195,690878.077,5336219.275,164.198,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_42364607;DEBY_LOD2_4907165;DEBY_LOD2_4907171;DEBY_LOD2_4907172;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908167;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_60097;DEBY_LOD2_60098
C039,39,no,,26,11,15,13,0,2,2_assembly:2;3_coverage:10;4_impossible:3,missing_lod22_geometry:2;pointcloud_unusable_no_points:13,13,가림:6;관측각·커버리지:1;무텍스처:1;복합(소형+가림):1;복합(소형+재질):3;복합(재질+가림):1,,0.000,135.220,0.173,83.340,0.542,690786.190,5336083.195,690878.077,5336219.275,164.198,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_42364607;DEBY_LOD2_4907165;DEBY_LOD2_4907171;DEBY_LOD2_4907172;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907187;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908167;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_60097;DEBY_LOD2_60098
C040,40,no,,27,11,12,10,0,2,1_textureless:4;2_assembly:2;3_coverage:4;4_impossible:2,missing_lod22_geometry:2;pointcloud_unusable_no_points:10,10,가림:2;무텍스처:2;복합(소형+가림):2;복합(소형+재질):2;복합(재질+가림):1;복합(저조도+가림):1,,0.000,140.220,0.109,74.873,0.549,690774.550,5336019.202,690859.713,5336160.247,164.762,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907165;DEBY_LOD2_4907175;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4908157;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C041,41,no,,30,11,16,12,1,3,2_assembly:3;3_coverage:10;4_impossible:3,missing_lod22_geometry:3;pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:12,13,가림:6;관측각·커버리지:2;무텍스처:1;복합(소형+가림):1;복합(소형+재질):2;복합(재질+가림):1,,0.000,131.905,0.165,76.376,0.542,690771.170,5336074.700,690864.200,5336211.256,165.234,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_42364607;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907166;DEBY_LOD2_4907167;DEBY_LOD2_4907168;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907195;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_60098
C042,42,no,,30,12,15,12,1,2,2_assembly:2;3_coverage:10;4_impossible:3,missing_lod22_geometry:2;pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:12,13,가림:6;관측각·커버리지:2;무텍스처:1;복합(소형+가림):1;복합(소형+재질):2;복합(재질+가림):1,,0.000,131.905,0.169,76.376,0.542,690771.170,5336083.195,690865.704,5336219.275,165.694,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_42364607;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907166;DEBY_LOD2_4907167;DEBY_LOD2_4907171;DEBY_LOD2_4907172;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_60098
C043,43,no,,26,12,11,9,0,2,1_textureless:3;2_assembly:2;3_coverage:4;4_impossible:2,missing_lod22_geometry:2;pointcloud_unusable_no_points:9,9,가림:2;무텍스처:1;복합(소형+가림):2;복합(소형+재질):2;복합(재질+가림):1;복합(저조도+가림):1,,0.000,140.855,0.117,74.775,0.556,690774.550,5336019.202,690861.615,5336160.247,165.753,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907165;DEBY_LOD2_4907175;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4908157;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_60098;DEBY_LOD2_8568392
C044,44,no,,24,11,11,9,0,2,1_textureless:3;2_assembly:2;3_coverage:4;4_impossible:2,missing_lod22_geometry:2;pointcloud_unusable_no_points:9,9,가림:2;무텍스처:1;복합(소형+가림):2;복합(소형+재질):2;복합(재질+가림):1;복합(저조도+가림):1,,0.000,142.450,0.119,74.775,0.549,690774.550,5336019.202,690861.615,5336160.247,165.753,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907165;DEBY_LOD2_4907175;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4908157;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_60098;DEBY_LOD2_8568392
